,OverallQual,GrLivArea,GarageArea,Neighborhood,1stFlrSF,BsmtFinSF1,LotArea,YearBuilt,LotFrontage,BsmtUnfSF,OpenPorchSF,YearRemodAdd,WoodDeckSF,MasVnrArea,OverallCond,2ndFlrSF,MoSold,ExterQual,BsmtQual_Gd,GarageFinish_RFn,Id,SalePrice
694,6,1479,475.0,136793.13513513515,725,533.0,13517,1976,63.79247912996438,192.0,44,2005,0,289.0,8,754,3,4,0,1,715,130500.0
695,6,1350,478.0,189050.0684931507,1350,0.0,10140,1974,78.0,1064.0,0,1974,0,174.0,5,0,8,3,1,1,716,165000.0
696,7,2554,704.0,125914.94594594595,1576,0.0,10800,1890,60.0,718.0,48,1998,0,0.0,8,978,7,3,0,0,717,159500.0
697,5,1178,439.0,189050.0684931507,1178,1084.0,10000,1973,80.0,92.0,0,2000,224,0.0,6,0,11,3,1,0,718,157000.0
698,7,2418,983.0,288200.24242424243,1325,1173.0,10542,1993,96.0,138.0,154,1994,250,651.0,5,1093,8,4,1,1,719,341000.0
699,5,971,300.0,196442.92617449665,971,523.0,9920,1969,69.0,448.0,0,1969,0,0.0,6,0,5,3,1,0,720,128500.0
700,8,1742,564.0,272727.4761904762,1742,1148.0,6563,1985,30.97359181252913,594.0,28,1985,114,0.0,5,0,12,4,1,1,721,275000.0
701,6,848,420.0,196442.92617449665,848,662.0,4426,2004,35.34779986913033,186.0,0,2004,160,169.0,5,0,5,4,1,1,722,143000.0
702,4,864,463.0,145847.08,864,191.0,8120,1970,70.0,673.0,0,1970,0,0.0,7,0,7,3,0,0,723,124500.0
703,4,1470,548.0,128219.7,997,0.0,8172,1954,60.0,941.0,0,1972,0,0.0,6,473,5,3,0,0,724,135000.0
704,9,1698,768.0,128219.7,1698,1234.0,13286,2007,86.0,464.0,64,2008,327,340.0,5,0,2,5,0,0,725,320000.0
705,4,864,660.0,145847.08,864,375.0,6960,1970,60.0,250.0,0,1970,96,0.0,6,0,11,3,0,0,726,120500.0
706,6,1680,540.0,210624.72549019608,1680,808.0,21695,1988,184.54239897530036,72.0,44,2007,292,260.0,9,0,12,4,1,0,727,222000.0
707,7,1232,632.0,196442.92617449665,1232,724.0,7314,2007,64.0,508.0,0,2007,132,82.0,5,0,2,4,1,1,728,194500.0
708,5,1776,888.0,145847.08,1776,0.0,11475,1958,85.0,1584.0,25,1958,0,95.0,5,0,7,3,0,0,729,110000.0
709,4,1208,539.0,105716.73529411765,848,152.0,6240,1925,52.0,628.0,23,1950,0,0.0,5,0,1,3,0,0,730,103000.0
710,8,1616,608.0,272727.4761904762,1616,1180.0,5389,1995,39.0,415.0,152,1996,237,0.0,5,0,3,4,1,1,731,236500.0
711,7,1146,438.0,242247.44736842104,1146,786.0,9590,2003,73.0,82.0,22,2003,160,442.0,5,0,5,4,0,0,732,187500.0
712,7,2031,541.0,196442.92617449665,1153,252.0,11404,1998,75.0,901.0,84,1999,192,202.0,5,878,7,4,1,0,733,222500.0
713,5,1144,264.0,136793.13513513515,1144,594.0,10000,1961,80.0,270.0,0,1983,165,0.0,6,0,3,3,0,1,734,131400.0
714,5,948,300.0,136793.13513513515,948,0.0,8978,1968,76.36882498272627,948.0,0,1968,147,0.0,5,0,5,3,0,0,735,108000.0
715,7,1768,320.0,125914.94594594595,880,390.0,10800,1914,60.0,490.0,341,1970,0,0.0,7,888,10,3,1,0,736,163000.0
716,3,1040,400.0,145847.08,1040,0.0,8544,1950,60.0,0.0,0,1950,0,0.0,4,0,7,3,0,0,737,93500.0
717,8,1801,800.0,192854.50632911394,901,0.0,10463,2005,72.0,893.0,116,2005,0,0.0,5,900,6,4,1,0,738,239900.0
718,5,1200,0.0,128219.7,1200,1200.0,10800,1987,60.0,0.0,0,1988,120,0.0,5,0,3,3,1,0,739,179000.0
719,7,1728,572.0,196442.92617449665,864,0.0,9313,2004,65.0,864.0,56,2004,187,0.0,5,864,4,4,1,1,740,190000.0
720,5,1432,360.0,125914.94594594595,768,0.0,9600,1910,60.0,264.0,0,2002,270,0.0,7,664,5,3,0,0,741,132000.0
721,6,912,288.0,136793.13513513515,912,832.0,6768,1961,65.0,80.0,0,1996,168,0.0,8,0,5,3,0,0,742,142000.0
722,7,1349,539.0,186555.7966101695,1349,0.0,8450,2000,65.0,1349.0,55,2001,120,108.0,5,0,12,3,1,0,743,179000.0
723,5,1464,480.0,136793.13513513515,1464,444.0,12886,1963,70.0,76.0,0,1999,302,0.0,6,0,10,3,1,1,744,175000.0
724,8,1337,462.0,272727.4761904762,1337,733.0,5395,1993,41.0,604.0,0,1993,96,0.0,5,0,10,4,1,1,745,180000.0
725,8,2715,831.0,189050.0684931507,1175,575.0,8963,1976,71.58208997447247,487.0,204,1996,0,289.0,9,1540,7,5,0,0,746,299800.0
726,7,2256,554.0,192854.50632911394,980,300.0,8795,2000,70.2403750223681,652.0,54,2000,224,0.0,5,1276,4,4,1,0,747,236000.0
727,7,2640,864.0,125914.94594594595,1320,0.0,11700,1880,65.0,1240.0,0,2003,181,0.0,7,1320,5,4,0,0,748,265979.0
728,7,1720,527.0,288200.24242424243,1720,919.0,10593,1996,59.0,801.0,56,1996,240,338.0,5,0,3,4,1,0,749,260400.0
729,4,1529,240.0,128219.7,1088,0.0,8405,1945,50.0,0.0,0,1950,92,0.0,3,441,4,3,0,0,750,98000.0
730,4,1140,0.0,125914.94594594595,792,0.0,8800,1910,55.0,576.0,160,2004,0,0.0,7,348,6,3,0,0,751,96500.0
731,7,1320,400.0,192854.50632911394,660,0.0,7750,2003,61.89458856433801,660.0,48,2003,0,0.0,5,660,8,4,1,0,752,162000.0
732,6,1494,576.0,196442.92617449665,1494,1200.0,9236,1997,79.0,279.0,27,1997,168,0.0,5,0,7,3,1,1,753,217000.0
733,8,2098,878.0,284706.625,1038,0.0,10240,2005,80.0,1030.0,52,2005,192,178.0,5,1060,3,4,1,1,754,275500.0
734,6,1026,440.0,145847.08,1026,439.0,7930,1969,61.0,115.0,48,2005,171,0.0,8,0,7,3,0,1,755,156000.0
735,6,1471,440.0,223054.89411764705,742,381.0,3230,1999,34.0,348.0,24,1999,0,894.0,5,729,3,3,1,0,756,172500.0
736,8,1768,578.0,196442.92617449665,866,20.0,10769,2007,68.0,846.0,105,2007,144,0.0,5,902,4,4,1,1,757,212000.0
737,6,1386,440.0,136793.13513513515,672,438.0,11616,1978,54.820850600996245,234.0,0,1978,335,328.0,5,714,4,3,0,0,758,158900.0
738,7,1501,440.0,223054.89411764705,757,549.0,2280,1999,24.0,195.0,0,1999,0,360.0,5,744,8,3,1,0,759,179400.0
739,8,2531,752.0,288200.24242424243,1328,56.0,12257,1995,65.0,1198.0,98,1995,222,513.0,5,1203,11,4,1,1,760,290000.0
740,6,864,300.0,145847.08,864,612.0,9100,1959,70.0,252.0,0,1959,0,0.0,6,0,10,3,0,0,761,127500.0
741,5,1301,440.0,126334.64912280702,1301,405.0,6911,1924,60.0,740.0,0,1950,0,0.0,5,0,10,3,0,0,762,100000.0
742,7,1547,614.0,223054.89411764705,764,24.0,8640,2009,72.0,732.0,45,2009,169,0.0,5,783,6,3,1,0,763,215200.0
743,8,2365,856.0,288200.24242424243,1268,1163.0,9430,1999,82.0,89.0,128,1999,0,673.0,5,1097,7,4,1,1,764,337000.0
744,8,1494,481.0,238772.72727272726,1494,437.0,9549,1995,30.0,0.0,30,1996,0,0.0,5,0,4,4,1,0,765,270000.0
745,9,1506,592.0,223054.89411764705,1506,0.0,14587,2008,75.0,1498.0,174,2008,0,284.0,5,0,8,4,1,0,766,264132.0
746,7,1714,496.0,189050.0684931507,980,394.0,10421,1988,80.0,586.0,66,1988,228,42.0,5,734,3,3,1,0,767,196500.0
747,6,1750,423.0,156270.1224489796,983,660.0,12508,1940,75.0,323.0,0,1985,245,0.0,7,767,7,3,1,0,768,160000.0
748,7,1836,484.0,196442.92617449665,1836,24.0,9100,2004,70.0,1836.0,33,2005,120,0.0,5,0,10,4,1,0,769,216837.0
749,5,858,576.0,136793.13513513515,858,685.0,7252,1982,34.225276218872665,173.0,0,1982,120,0.0,5,0,4,3,1,0,771,134900.0
750,4,1220,396.0,128219.7,1220,836.0,8877,1951,67.0,0.0,0,1951,0,0.0,5,0,4,3,0,0,772,102000.0
751,6,1117,672.0,128219.7,1117,422.0,7819,1976,94.0,480.0,0,1976,144,0.0,5,0,3,3,0,0,773,107000.0
752,5,912,275.0,145847.08,912,456.0,10150,1958,70.0,456.0,0,1958,0,1.0,5,0,7,3,0,1,774,114500.0
753,8,1973,895.0,284706.625,1973,0.0,14226,2006,110.0,1935.0,45,2006,315,375.0,5,0,7,4,1,0,775,395000.0
754,6,1204,412.0,156270.1224489796,1204,866.0,4500,1998,32.0,338.0,247,1998,0,320.0,5,0,6,3,0,0,776,162000.0
755,7,1614,865.0,196442.92617449665,1614,20.0,11210,2005,86.0,1594.0,59,2006,144,240.0,5,0,7,4,1,1,777,221500.0
756,5,894,440.0,136793.13513513515,894,762.0,13350,1974,100.0,102.0,0,1974,241,0.0,5,0,6,3,0,0,778,142500.0
757,5,2020,630.0,186555.7966101695,2020,0.0,8400,1977,60.0,0.0,0,1977,0,320.0,5,0,10,3,0,0,779,144000.0
758,6,1004,504.0,156270.1224489796,1004,975.0,10530,1977,78.0,0.0,0,1977,0,90.0,5,0,5,3,1,0,780,135000.0
759,7,1253,402.0,192854.50632911394,1253,0.0,7875,1995,63.0,1237.0,21,1996,220,38.0,5,0,6,3,1,0,781,176000.0
760,6,1603,484.0,186555.7966101695,810,387.0,7153,1992,65.0,374.0,124,1992,0,0.0,5,793,7,4,1,1,782,175900.0
761,7,1430,605.0,196442.92617449665,1430,0.0,16285,2001,67.0,1413.0,33,2002,0,0.0,5,0,6,4,1,1,783,187100.0
762,5,1110,602.0,156270.1224489796,1110,1097.0,9101,1978,77.4150897936948,0.0,30,1978,303,104.0,6,0,7,3,1,0,784,165500.0
763,6,1484,0.0,125914.94594594595,742,0.0,6300,1914,35.0,742.0,291,2001,0,0.0,6,742,6,3,0,0,785,128000.0
764,6,1342,457.0,189050.0684931507,1342,251.0,9790,1967,78.18684155417668,491.0,0,1967,0,0.0,5,0,9,3,0,0,786,161500.0
765,5,1652,416.0,125914.94594594595,966,686.0,10800,1915,60.0,0.0,0,1950,0,0.0,6,686,6,3,0,0,787,139000.0
766,7,2084,618.0,186555.7966101695,956,656.0,10142,2004,76.0,300.0,45,2004,0,0.0,5,1128,1,4,1,1,788,233000.0
767,4,901,281.0,125914.94594594595,901,0.0,6000,1954,50.0,901.0,0,2000,0,0.0,7,0,8,3,0,0,789,107900.0
768,6,2087,444.0,212565.42857142858,976,568.0,12205,1966,97.47399399067685,264.0,168,2007,133,157.0,8,1111,7,3,0,0,790,187500.0
769,7,1145,397.0,194870.88235294117,1145,16.0,3182,2005,43.0,1129.0,16,2006,100,11.0,5,0,9,4,1,0,791,160200.0
770,6,1062,539.0,156270.1224489796,1062,539.0,11333,1976,96.40096831468443,490.0,0,1976,120,0.0,5,0,5,3,1,1,792,146800.0
771,7,2013,455.0,288200.24242424243,1127,862.0,9920,1996,92.0,255.0,130,1997,180,0.0,5,886,6,4,1,0,793,269790.0
772,8,1496,474.0,223054.89411764705,1496,0.0,9158,2007,76.0,1496.0,130,2007,168,140.0,5,0,6,4,1,0,794,225000.0
773,7,1895,409.0,192854.50632911394,1086,0.0,10832,1994,92.13935310903221,712.0,46,1996,143,0.0,5,809,10,4,1,0,795,194500.0
774,6,1564,476.0,186555.7966101695,888,0.0,8400,1980,70.0,650.0,50,1981,0,130.0,6,676,4,3,1,0,796,171000.0
775,6,1285,528.0,136793.13513513515,1285,0.0,8197,1977,71.0,660.0,0,1977,138,148.0,5,0,4,3,0,1,797,143500.0
776,5,773,240.0,145847.08,773,570.0,7677,1953,57.0,203.0,0,1953,0,0.0,5,0,4,3,0,0,798,110000.0
777,5,1768,240.0,142591.36,981,569.0,7200,1937,60.0,162.0,0,1950,0,252.0,7,787,6,3,1,0,800,175000.0
778,6,1688,603.0,212565.42857142858,616,462.0,12798,1997,79.0,154.0,114,1997,403,0.0,5,1072,5,3,1,1,801,200000.0
779,4,1196,440.0,105716.73529411765,1196,197.0,4800,1916,40.0,999.0,0,1990,0,0.0,7,0,7,3,0,0,802,109900.0
780,7,1456,410.0,196442.92617449665,728,648.0,8199,2005,63.0,80.0,18,2005,36,0.0,5,728,10,4,1,0,803,189000.0
781,5,1128,286.0,145847.08,1128,812.0,9000,1954,75.0,124.0,0,1954,0,0.0,5,0,6,3,0,0,805,118000.0
782,7,1428,554.0,223054.89411764705,1428,0.0,12274,2008,91.0,1417.0,60,2008,0,256.0,5,0,7,4,1,1,806,227680.0
783,5,980,384.0,145847.08,980,400.0,9750,1967,75.0,100.0,0,1967,68,0.0,5,0,10,3,0,0,807,135500.0
784,5,1576,528.0,126334.64912280702,1072,1309.0,21384,1923,144.0,15.0,312,2004,0,0.0,6,504,5,3,0,1,808,223500.0
785,5,1086,484.0,145847.08,1086,516.0,13400,1966,85.0,380.0,0,1966,0,1047.0,5,0,6,3,0,1,809,159950.0
786,5,2138,360.0,125914.94594594595,1075,0.0,8100,1898,90.0,849.0,156,1965,40,0.0,5,1063,11,3,0,0,810,106000.0
787,6,1309,484.0,189050.0684931507,1309,663.0,10140,1974,78.0,0.0,0,1999,265,99.0,6,0,1,3,0,1,811,181000.0
788,6,848,420.0,196442.92617449665,848,662.0,4438,2004,35.44363665142349,186.0,0,2004,140,169.0,5,0,6,4,1,0,812,144500.0
789,5,1044,504.0,105716.73529411765,1044,0.0,8712,1952,66.0,540.0,0,1952,0,0.0,5,0,6,2,0,0,813,55993.0
790,6,1442,301.0,145847.08,1442,608.0,9750,1958,75.0,834.0,0,1958,0,243.0,6,0,4,3,0,1,814,157900.0
791,5,1250,280.0,128219.7,686,0.0,8248,1918,45.0,686.0,0,1950,207,0.0,7,564,7,3,0,0,815,116000.0
792,7,1661,598.0,196442.92617449665,1661,0.0,12137,1998,48.0,1649.0,34,1998,0,442.0,5,0,5,3,1,1,816,224900.0
793,5,1008,275.0,145847.08,1008,486.0,11425,1954,97.18354036841697,522.0,0,1954,0,0.0,6,0,7,3,0,1,817,137000.0
794,8,1689,857.0,156270.1224489796,1689,1218.0,13265,2002,62.603183817339456,350.0,59,2002,150,148.0,5,0,7,4,1,1,818,271000.0
795,6,1052,440.0,212565.42857142858,1052,504.0,8816,1971,80.0,506.0,0,1971,0,80.0,7,0,6,3,0,0,819,155000.0
796,7,1358,484.0,284706.625,1358,733.0,6371,2009,44.0,625.0,35,2010,192,128.0,5,0,6,4,1,1,820,224000.0
797,7,1640,595.0,196442.92617449665,798,0.0,7226,2003,72.0,798.0,45,2003,0,0.0,5,842,6,4,1,1,821,183000.0
798,4,936,576.0,125914.94594594595,936,0.0,6000,1953,60.0,936.0,32,1953,0,0.0,4,0,2,2,0,0,822,93000.0
799,7,1733,433.0,192854.50632911394,847,0.0,12394,2003,105.4260655865348,847.0,48,2003,100,0.0,5,886,10,4,1,0,823,225000.0
800,6,1489,240.0,142591.36,944,0.0,9900,1940,60.0,778.0,0,1950,335,0.0,7,545,7,3,0,0,824,139500.0
801,8,1489,776.0,223054.89411764705,1489,0.0,11216,2006,81.0,1489.0,140,2006,0,0.0,5,0,6,4,1,1,825,232600.0
802,10,2084,1220.0,284706.625,2084,1636.0,14803,2007,114.0,442.0,45,2008,188,816.0,5,0,6,5,0,0,826,385000.0
803,5,784,0.0,126334.64912280702,784,784.0,6130,1924,50.0,0.0,0,1950,0,0.0,6,0,5,3,0,0,827,109500.0
804,7,1434,527.0,186555.7966101695,1434,20.0,8529,2001,65.0,1434.0,39,2001,290,0.0,5,0,4,4,1,1,828,189000.0
805,5,2126,538.0,212565.42857142858,1160,249.0,28698,1967,135.43808286392823,0.0,0,1967,486,0.0,5,966,6,3,0,0,829,185000.0
806,7,1223,480.0,223054.89411764705,520,0.0,2544,2005,24.0,600.0,166,2005,0,0.0,5,623,7,4,1,1,830,147400.0
807,6,1392,458.0,145847.08,1392,1040.0,11900,1957,80.0,352.0,0,1957,0,387.0,5,0,6,3,0,1,831,166000.0
808,7,1200,480.0,223054.89411764705,520,0.0,3180,2005,30.0,600.0,166,2005,0,0.0,5,600,6,3,1,1,832,151000.0
809,7,1829,613.0,196442.92617449665,941,483.0,9548,2003,44.0,458.0,39,2003,192,223.0,6,888,1,4,1,1,833,237000.0
810,6,1516,472.0,145847.08,1516,196.0,10004,1964,100.0,975.0,0,1964,0,180.0,6,0,2,3,0,1,834,167000.0
811,5,1144,456.0,145847.08,1144,572.0,7875,1961,75.0,572.0,0,1961,0,136.0,6,0,9,3,0,0,835,139950.0
812,4,1067,436.0,136793.13513513515,1067,442.0,9600,1950,60.0,625.0,0,1995,290,0.0,7,0,2,3,1,0,836,128000.0
813,5,1559,812.0,125914.94594594595,1559,338.0,8100,1948,90.0,1221.0,116,1973,0,0.0,6,0,6,3,0,0,837,153500.0
814,6,987,264.0,104493.75,483,330.0,1680,1973,21.0,153.0,0,1973,0,158.0,5,504,11,3,0,0,838,100000.0
815,5,1099,352.0,196442.92617449665,1099,0.0,9525,1995,75.0,1099.0,0,2006,278,0.0,6,0,6,3,1,0,839,144000.0
816,5,1200,240.0,128219.7,768,352.0,11767,1946,70.0,416.0,0,1995,0,0.0,6,432,5,3,0,0,840,130500.0
817,6,1482,400.0,142591.36,810,156.0,12155,1925,97.0746740644553,516.0,0,1950,0,0.0,8,672,3,3,0,0,841,140000.0
818,5,1539,686.0,125914.94594594595,958,0.0,10440,1904,60.0,650.0,78,2002,70,0.0,8,581,6,3,0,0,842,157500.0
819,6,1165,490.0,145847.08,1165,312.0,9020,1966,82.0,276.0,129,1966,0,183.0,7,0,5,3,0,1,843,174900.0
820,5,1800,0.0,145847.08,1800,0.0,8000,1961,80.0,1800.0,0,1961,0,0.0,4,0,7,3,0,0,844,141000.0
821,5,1416,720.0,125914.94594594595,876,0.0,12665,1915,100.0,876.0,0,1950,418,0.0,8,540,6,3,0,0,845,153900.0
822,5,1701,611.0,136793.13513513515,1701,1390.0,16647,1975,78.56428202090088,0.0,0,1981,0,0.0,5,0,1,3,1,0,846,171000.0
823,7,1775,425.0,186555.7966101695,1006,513.0,9317,1993,75.0,227.0,72,1993,234,137.0,5,769,7,4,1,0,847,213000.0
824,5,864,338.0,196442.92617449665,864,460.0,15523,1972,36.0,404.0,0,1972,0,0.0,6,0,8,3,0,0,848,133500.0
825,6,2358,360.0,212565.42857142858,1307,0.0,45600,1908,75.0,907.0,40,1997,486,0.0,8,1051,9,3,0,0,849,240000.0
826,6,1855,512.0,238772.72727272726,1094,0.0,9600,1976,80.0,528.0,100,1994,113,360.0,7,761,8,4,0,1,850,187000.0
827,6,848,420.0,196442.92617449665,848,659.0,4435,2003,36.0,189.0,0,2003,140,170.0,5,0,11,4,1,0,851,131500.0
828,8,1456,400.0,194870.88235294117,1456,0.0,3196,2003,25.52452968408055,1273.0,20,2003,143,40.0,5,0,5,4,1,0,852,215000.0
829,7,1646,240.0,210624.72549019608,918,364.0,7128,1941,53.0,554.0,0,1950,0,0.0,5,728,8,3,0,0,853,164000.0
830,6,1445,645.0,145847.08,1445,564.0,12095,1964,102.882706411904,563.0,0,1964,180,115.0,6,0,8,3,0,1,854,158000.0
831,5,1779,454.0,136793.13513513515,1779,306.0,17920,1955,102.0,372.0,418,1974,0,0.0,4,0,7,3,0,0,855,170000.0
832,5,1040,260.0,136793.13513513515,1040,659.0,6897,1962,58.66738537601504,381.0,104,2010,0,0.0,8,0,4,3,0,0,856,127000.0
833,6,1026,576.0,196442.92617449665,1026,505.0,10970,1978,87.61079181300491,0.0,0,1978,0,0.0,6,0,10,3,1,0,857,147000.0
834,6,1481,343.0,192854.50632911394,702,0.0,8125,1994,65.0,702.0,36,1995,0,0.0,5,779,3,3,1,0,858,174000.0
835,7,1370,479.0,189050.0684931507,1370,0.0,10400,1976,80.0,1090.0,0,1976,0,189.0,5,0,6,3,1,1,859,152000.0
836,6,2654,619.0,189050.0684931507,1512,619.0,11029,1968,93.81507805017687,435.0,65,1984,0,220.0,7,1142,8,3,0,0,860,250000.0
837,7,1426,216.0,210624.72549019608,912,0.0,7642,1918,55.0,912.0,240,1998,0,0.0,8,514,6,4,0,0,861,189950.0
838,5,1039,504.0,136793.13513513515,1039,841.0,11625,1965,75.0,198.0,0,1965,0,0.0,4,0,4,3,0,0,862,131500.0
839,6,1097,480.0,186555.7966101695,1097,338.0,9672,1984,81.0,702.0,0,1985,0,0.0,5,0,5,3,1,0,863,152000.0
840,5,1148,672.0,145847.08,1148,1148.0,7931,1959,70.0,0.0,0,1959,0,0.0,5,0,7,3,0,0,864,132500.0
841,7,1372,529.0,223054.89411764705,1372,0.0,8640,2007,72.0,1372.0,140,2008,0,0.0,5,0,5,4,0,0,865,250580.0
842,5,1002,902.0,145847.08,1002,828.0,8750,1970,69.88098708876872,174.0,0,1970,0,76.0,6,0,8,3,0,0,866,148500.0
843,8,1646,870.0,242247.44736842104,1646,0.0,10656,2006,67.0,1638.0,80,2007,192,274.0,5,0,11,4,1,1,867,248900.0
844,4,1120,544.0,136793.13513513515,1120,932.0,6970,1961,85.0,108.0,0,1961,168,0.0,5,0,5,3,0,1,868,129000.0
845,5,2320,672.0,192854.50632911394,1547,0.0,14762,1948,125.56878975217256,0.0,144,1950,120,0.0,6,720,5,3,0,0,869,169000.0
846,7,1949,574.0,186555.7966101695,1062,750.0,9938,1993,80.0,300.0,90,1994,156,246.0,5,887,6,4,1,0,870,236000.0
847,5,894,308.0,145847.08,894,0.0,6600,1962,60.0,894.0,0,1962,0,0.0,5,0,8,3,0,0,871,109500.0
848,6,1682,523.0,196442.92617449665,804,505.0,8750,1998,70.0,299.0,77,1998,0,116.0,5,878,6,3,1,1,872,200500.0
849,5,910,414.0,145847.08,910,0.0,8892,1953,74.0,105.0,0,1996,196,0.0,7,0,10,4,0,0,873,116000.0
850,5,1268,288.0,145847.08,1036,375.0,12144,1949,60.0,457.0,28,1950,0,0.0,7,0,9,4,0,0,874,133000.0
851,5,1131,200.0,125914.94594594595,676,0.0,5720,1941,52.0,676.0,0,1950,26,0.0,6,455,8,3,0,0,875,66500.0
852,8,2610,550.0,223054.89411764705,1184,64.0,9000,2007,75.0,1120.0,364,2007,208,0.0,5,1426,8,4,1,0,876,303477.0
853,4,1040,648.0,156270.1224489796,1040,633.0,25286,1963,94.0,431.0,0,1963,0,0.0,5,0,1,3,0,0,877,132250.0
854,9,2224,738.0,284706.625,1462,1170.0,8834,2004,74.0,292.0,0,2005,184,216.0,5,762,6,4,0,0,878,350000.0
855,5,1155,576.0,136793.13513513515,1155,899.0,11782,1961,88.0,210.0,0,1995,192,0.0,7,0,6,3,0,0,879,148000.0
856,5,864,336.0,196442.92617449665,864,646.0,7000,1978,33.03598090624774,218.0,0,2005,0,90.0,8,0,7,4,0,0,880,136500.0
857,5,1090,450.0,128219.7,1090,980.0,7024,2005,60.0,110.0,49,2006,0,0.0,5,0,6,3,0,0,881,157000.0
858,7,1717,400.0,242247.44736842104,1187,902.0,13758,1990,44.0,254.0,36,1991,168,117.0,5,530,4,4,1,1,882,187500.0
859,6,1593,389.0,192854.50632911394,808,0.0,9636,1992,81.96591641050907,808.0,40,1993,342,0.0,5,785,12,3,1,1,883,178000.0
860,4,2230,440.0,142591.36,954,0.0,6204,1912,60.0,795.0,188,1950,0,0.0,5,795,3,4,0,0,884,118500.0
861,5,892,288.0,145847.08,892,432.0,7150,1967,65.0,460.0,0,1967,0,60.0,5,0,7,3,0,1,885,100000.0
862,9,1709,506.0,223054.89411764705,1709,1238.0,5119,1999,50.0,460.0,65,2000,97,60.0,5,0,1,4,0,0,886,328900.0
863,5,1712,588.0,145847.08,1712,528.0,8393,1959,70.0,1098.0,54,2005,272,122.0,5,0,6,3,0,0,887,145000.0
864,5,1393,300.0,128219.7,872,0.0,16466,1955,59.0,816.0,0,1955,121,0.0,7,521,4,3,0,0,888,135500.0
865,8,2217,621.0,145847.08,2217,351.0,15865,1970,95.0,1043.0,207,1970,81,0.0,6,0,10,4,0,0,889,268000.0
866,6,1505,505.0,145847.08,1505,1024.0,12160,1953,128.0,481.0,0,1953,0,90.0,4,0,2,3,0,1,890,149500.0
867,5,924,576.0,145847.08,672,0.0,8064,1949,60.0,672.0,0,2006,0,0.0,7,252,7,3,0,0,891,122900.0
868,6,1683,440.0,136793.13513513515,918,226.0,11184,1978,70.0,192.0,0,1978,243,92.0,5,765,7,3,0,1,892,172500.0
869,6,1068,264.0,136793.13513513515,1068,663.0,8414,1963,70.0,396.0,0,2003,192,0.0,8,0,2,3,0,1,893,154500.0
870,5,1383,354.0,136793.13513513515,1383,1064.0,13284,1954,106.09131799853756,319.0,116,1954,511,0.0,5,0,6,3,1,0,894,165000.0
871,5,1535,400.0,186555.7966101695,1535,0.0,7018,1979,64.0,0.0,0,1979,0,0.0,5,0,6,3,0,0,895,118858.0
872,6,1796,483.0,145847.08,983,400.0,7056,1963,71.0,380.0,50,1963,0,415.0,5,813,10,3,0,1,896,140000.0
873,4,951,327.0,105716.73529411765,951,285.0,8765,1936,50.0,666.0,28,1950,0,0.0,6,0,4,3,0,0,897,106500.0
874,5,2240,528.0,186555.7966101695,1120,0.0,7018,1979,64.0,0.0,0,1979,154,0.0,5,1120,6,3,0,0,898,142953.0
875,5,1236,288.0,136793.13513513515,1236,465.0,6993,1961,65.0,447.0,0,1994,0,0.0,7,0,6,3,0,0,900,135000.0
876,4,858,684.0,145847.08,858,322.0,7340,1971,58.620165169321425,536.0,0,1971,0,0.0,6,0,6,3,0,0,901,110000.0
877,5,1306,756.0,145847.08,1306,860.0,8712,1957,64.0,132.0,0,2000,0,0.0,7,0,5,3,0,0,902,153000.0
878,7,1509,393.0,192854.50632911394,807,0.0,7875,2003,63.0,783.0,75,2003,0,0.0,5,702,7,4,1,0,903,180000.0
879,7,1670,690.0,192854.50632911394,1670,0.0,14859,2006,50.0,1670.0,60,2006,144,27.0,5,0,8,4,1,1,904,240000.0
880,5,902,288.0,136793.13513513515,902,599.0,6173,1967,49.300038091310775,277.0,0,1967,0,75.0,6,0,8,3,0,0,905,125500.0
881,5,1063,280.0,145847.08,1063,354.0,9920,1954,80.0,412.0,0,1954,0,110.0,5,0,2,3,0,1,906,128000.0
882,8,1636,865.0,223054.89411764705,1636,63.0,13501,2006,116.0,1560.0,60,2006,0,208.0,5,0,6,4,1,1,907,255000.0
883,7,2057,180.0,210624.72549019608,1020,223.0,11500,1936,86.0,794.0,0,1987,0,0.0,7,1037,6,4,1,0,908,250000.0
884,5,902,484.0,156270.1224489796,902,301.0,8885,1983,70.95915088956689,239.0,0,1983,164,0.0,5,0,6,3,1,0,909,131000.0
885,6,1484,390.0,192854.50632911394,742,0.0,12589,2005,149.0,742.0,24,2005,36,0.0,5,742,6,4,1,0,910,174000.0
886,5,2274,480.0,145847.08,1105,443.0,11600,1960,80.0,662.0,0,1960,0,361.0,5,1169,1,3,0,0,911,154300.0
887,5,1268,252.0,196442.92617449665,1268,196.0,9286,1977,43.8245883850595,1072.0,0,1989,173,0.0,7,0,10,3,1,0,912,143500.0
888,5,1015,450.0,126334.64912280702,1015,489.0,6120,1925,51.0,279.0,0,1950,0,0.0,7,0,7,3,0,0,913,88000.0
889,5,2002,871.0,210624.72549019608,1001,284.0,6270,1949,82.0,717.0,0,1950,0,0.0,6,1001,8,3,0,0,914,145000.0
890,6,1224,528.0,223054.89411764705,612,294.0,3000,2009,30.0,318.0,234,2009,0,76.0,5,612,6,4,1,1,915,173733.0
891,4,1092,286.0,98576.4705882353,546,0.0,2001,1970,21.0,546.0,0,1970,0,80.0,5,546,1,3,0,0,916,75000.0
